entry,type,group,partition
Q6IV20,SIGNAL,1093,0
P0DUS2,SIGNAL,1105,0
P0DUS3,SIGNAL,1105,0
P0DUT4,SIGNAL,1105,0
P0DUT3,SIGNAL,1105,0
P0DUT0,SIGNAL,1105,0
Q18184,SIGNAL,1119,0
Q7M413,SIGNAL,1165,0
Q8IU26,SIGNAL,1187,0
P48745,SIGNAL,1214,0
Q8T0Y7,SIGNAL,1220,0
P13504,SIGNAL,1232,0
Q01638,SIGNAL,1232,0
Q96AP7,SIGNAL,1234,0
P13689,SIGNAL,1240,0
P33487,SIGNAL,1240,0
P13806,SIGNAL,1246,0
P24052,SIGNAL,1262,0
P15522,SIGNAL,1305,0
P81447,SIGNAL,1305,0
P80195,SIGNAL,1305,0
Q02596,SIGNAL,1305,0
P16235,SIGNAL,1321,0
Q96IQ7,SIGNAL,1348,0
P18709,SIGNAL,1372,0
P18761,SIGNAL,1373,0
P18915,SIGNAL,1373,0
P22748,SIGNAL,1373,0
Q84UV8,SIGNAL,1373,0
Q75N35,SIGNAL,1373,0
P24258,SIGNAL,1373,0
P19594,SIGNAL,1400,0
P20062,SIGNAL,1420,0
Q9XSC9,SIGNAL,1420,0
Q6UX39,SIGNAL,1425,0
Q9GSA4,SIGNAL,1450,0
Q92154,SIGNAL,1482,0
P25116,SIGNAL,1537,0
P27613,SIGNAL,1572,0
P28088,SIGNAL,1583,0
P29064,SIGNAL,1607,0
Q9C0Y4,SIGNAL,1607,0
P56526,SIGNAL,1607,0
Q653V7,SIGNAL,1607,0
Q9S7Y7,SIGNAL,1607,0
P29460,SIGNAL,1614,0
P31723,SIGNAL,1650,0
P32358,SIGNAL,1656,0
Q8MMG9,SIGNAL,1656,0
P33557,SIGNAL,1672,0
W0HJ53,SIGNAL,1672,0
Q2PGY1,SIGNAL,1672,0
P33577,SIGNAL,1674,0
Q8SXL2,SIGNAL,1674,0
Q9TT95,SIGNAL,1674,0
P33767,SIGNAL,1679,0
P35052,SIGNAL,1692,0
P35053,SIGNAL,1692,0
P35318,SIGNAL,1695,0
P53366,SIGNAL,1695,0
P43145,SIGNAL,1695,0
Q7Z4H4,SIGNAL,1695,0
P35858,SIGNAL,1716,0
P35859,SIGNAL,1716,0
P40967,SIGNAL,1740,0
P42579,SIGNAL,1755,0
P43121,SIGNAL,1762,0
P50895,SIGNAL,1762,0
P47001,SIGNAL,1789,0
P49257,SIGNAL,1811,0
P53616,SIGNAL,1844,0
Q01151,SIGNAL,1867,0
P56722,SIGNAL,1881,0
P58400,SIGNAL,1892,0
Q63373,SIGNAL,1892,0
Q28142,SIGNAL,1892,0
P79780,SIGNAL,1960,0
Q28862,SIGNAL,1960,0
P80109,SIGNAL,1969,0
P80366,SIGNAL,1979,0
Q09131,SIGNAL,1979,0
Q949Y3,SIGNAL,1979,0
P80915,SIGNAL,1992,0
P83880,SIGNAL,1992,0
P81999,SIGNAL,2025,0
P82977,SIGNAL,2045,0
P83472,SIGNAL,2045,0
P86872,SIGNAL,2096,0
P98066,SIGNAL,2112,0
Q00870,SIGNAL,2123,0
Q05359,SIGNAL,2168,0
Q07310,SIGNAL,2184,0
Q63372,SIGNAL,2184,0
Q28146,SIGNAL,2184,0
Q9ULB1,SIGNAL,2184,0
Q08738,SIGNAL,2192,0
Q13145,SIGNAL,2215,0
Q13651,SIGNAL,2222,0
Q17043,SIGNAL,2250,0
Q6IWZ0,SIGNAL,2250,0
Q6UXH1,SIGNAL,2256,0
Q25255,SIGNAL,2256,0
Q27082,SIGNAL,2279,0
Q2U4L7,SIGNAL,2319,0
Q3HS82,SIGNAL,2344,0
Q4V4I9,SIGNAL,2383,0
Q59XX2,SIGNAL,2405,0
Q5KSB7,SIGNAL,2429,0
Q7M419,SIGNAL,2429,0
Q62011,SIGNAL,2463,0
Q64294,SIGNAL,2463,0
Q95152,SIGNAL,2463,0
Q86YL7,SIGNAL,2463,0
Q62598,SIGNAL,2467,0
Q62867,SIGNAL,2471,0
Q9Z0L8,SIGNAL,2471,0
Q92820,SIGNAL,2471,0
Q63180,SIGNAL,2476,0
Q8TC27,SIGNAL,2476,0
Q9ZT16,SIGNAL,2498,0
Q6AYH6,SIGNAL,2499,0
Q7Z5L0,SIGNAL,2499,0
Q969Z4,SIGNAL,2539,0
Q6UWL6,SIGNAL,2550,0
Q8LG54,SIGNAL,2577,0
Q7M3V1,SIGNAL,2604,0
Q7M4T0,SIGNAL,2608,0
Q8J0I9,SIGNAL,2608,0
Q7SCE9,SIGNAL,2610,0
Q7TQN3,SIGNAL,2623,0
Q86T13,SIGNAL,2663,0
Q8K3V3,SIGNAL,2665,0
Q8K209,SIGNAL,2665,0
Q9Y653,SIGNAL,2665,0
Q8HYA9,SIGNAL,2694,0
Q8MP06,SIGNAL,2743,0
Q8NC67,SIGNAL,2763,0
Q8VCS0,SIGNAL,2797,0
Q96PD5,SIGNAL,2797,0
Q8WPJ2,SIGNAL,2804,0
Q90WJ7,SIGNAL,2822,0
Q90WJ9,SIGNAL,2822,0
Q91XZ2,SIGNAL,2837,0
Q91XZ4,SIGNAL,2837,0
Q9UN67,SIGNAL,2837,0
Q9Y5H9,SIGNAL,2837,0
Q969J5,SIGNAL,2878,0
Q96HE7,SIGNAL,2888,0
Q9DD06,SIGNAL,2915,0
Q99ML8,SIGNAL,2922,0
Q9BX93,SIGNAL,2934,0
Q9D6Y1,SIGNAL,2952,0
Q9DF69,SIGNAL,2957,0
Q9ERQ6,SIGNAL,2957,0
Q9LRC8,SIGNAL,3011,0
Q9NPG1,SIGNAL,3040,0
Q9NZV1,SIGNAL,3052,0
Q9P2K2,SIGNAL,3057,0
Q9UBP4,SIGNAL,3107,0
Q9V496,SIGNAL,3123,0
Q9XYT4,SIGNAL,3144,0
Q9Z0K8,SIGNAL,3173,0
A0A023W140,SIGNAL,0,1
A0A023W145,SIGNAL,0,1
P82102,SIGNAL,0,1
P19959,SIGNAL,0,1
B7SNV8,SIGNAL,0,1
P01492,SIGNAL,1,1
A0A067XRK9,SIGNAL,2,1
Q8GZD5,SIGNAL,2,1
Q41638,SIGNAL,2,1
G5DAC7,SIGNAL,2,1
Q6YDN9,SIGNAL,2,1
G5DAC6,SIGNAL,2,1
A0A067YMX8,SIGNAL,2,1
Q76BW5,SIGNAL,2,1
O14412,SIGNAL,2,1
A0A0F7YZQ7,SIGNAL,10,1
P82358,SIGNAL,10,1
P49921,SIGNAL,10,1
P51919,SIGNAL,10,1
P30348,SIGNAL,10,1
A0A0R4I951,SIGNAL,11,1
I6RU32,SIGNAL,11,1
P0DPV3,SIGNAL,11,1
P0DM29,SIGNAL,11,1
P14612,SIGNAL,11,1
P01497,SIGNAL,11,1
A0A1S3PBB7,SIGNAL,17,1
P01048,SIGNAL,17,1
A0A218QX58,SIGNAL,23,1
A1BQQ5,SIGNAL,41,1
Q8JI40,SIGNAL,41,1
Q7ZZN9,SIGNAL,41,1
Q7ZT99,SIGNAL,41,1
Q8JI39,SIGNAL,41,1
Q7ZT98,SIGNAL,41,1
Q7ZTA0,SIGNAL,41,1
F8S0Y4,SIGNAL,41,1
Q60477,SIGNAL,41,1
P84805,SIGNAL,41,1
Q7T1K6,SIGNAL,41,1
Q7ZZN8,SIGNAL,41,1
Q8JGT9,SIGNAL,41,1
Q91055,SIGNAL,41,1
Q6UWM5,SIGNAL,41,1
P86870,SIGNAL,41,1
P35759,SIGNAL,41,1
P35778,SIGNAL,41,1
A2CKF6,SIGNAL,49,1
A2CKF7,SIGNAL,49,1
C1IC49,SIGNAL,49,1
P82935,SIGNAL,49,1
Q9YGI4,SIGNAL,49,1
P0C554,SIGNAL,49,1
P58370,SIGNAL,49,1
Q8QGR0,SIGNAL,49,1
Q9YGJ0,SIGNAL,49,1
P81783,SIGNAL,49,1
P15818,SIGNAL,49,1
P18328,SIGNAL,49,1
P25497,SIGNAL,49,1
P68416,SIGNAL,49,1
C6JUP2,SIGNAL,49,1
P01412,SIGNAL,49,1
P80958,SIGNAL,49,1
P60615,SIGNAL,49,1
Q7T3J2,SIGNAL,49,1
Q53B59,SIGNAL,49,1
P60770,SIGNAL,49,1
P60616,SIGNAL,49,1
P60771,SIGNAL,49,1
F5CPD8,SIGNAL,49,1
O42257,SIGNAL,49,1
Q53B58,SIGNAL,49,1
Q9PTT0,SIGNAL,49,1
P82662,SIGNAL,49,1
P01398,SIGNAL,49,1
Q2VBN4,SIGNAL,49,1
Q53B46,SIGNAL,49,1
Q2VBN8,SIGNAL,49,1
P62375,SIGNAL,49,1
F5CPE4,SIGNAL,49,1
Q45Z11,SIGNAL,49,1
Q69CK0,SIGNAL,49,1
F5CPD5,SIGNAL,49,1
Q2VBN7,SIGNAL,49,1
P10459,SIGNAL,49,1
P0C553,SIGNAL,49,1
P01379,SIGNAL,49,1
F5CPD6,SIGNAL,49,1
C1IC48,SIGNAL,49,1
C1IC47,SIGNAL,49,1
K9MCH1,SIGNAL,49,1
Q7T2I5,SIGNAL,49,1
P0C552,SIGNAL,49,1
P01384,SIGNAL,49,1
Q90VW1,SIGNAL,49,1
P60775,SIGNAL,49,1
Q5UFR8,SIGNAL,49,1
Q9W7J5,SIGNAL,49,1
B2BRQ5,SIGNAL,49,1
P0DKR6,SIGNAL,49,1
P10456,SIGNAL,49,1
P60302,SIGNAL,49,1
P60303,SIGNAL,49,1
Q9YGI0,SIGNAL,49,1
P60301,SIGNAL,49,1
P10457,SIGNAL,49,1
Q53B47,SIGNAL,49,1
C6JUP3,SIGNAL,49,1
P60304,SIGNAL,49,1
O73856,SIGNAL,49,1
Q53B52,SIGNAL,49,1
F5CPE3,SIGNAL,49,1
Q9PUB7,SIGNAL,49,1
Q9PRI1,SIGNAL,49,1
P01404,SIGNAL,49,1
F5CPE0,SIGNAL,49,1
F5CPD3,SIGNAL,49,1
P18329,SIGNAL,49,1
F5CPE2,SIGNAL,49,1
C6JUP1,SIGNAL,49,1
Q9PW19,SIGNAL,49,1
Q8JFX7,SIGNAL,49,1
U3FAE1,SIGNAL,49,1
P24336,SIGNAL,49,1
P0DPU8,SIGNAL,49,1
P86408,SIGNAL,49,1
A5HAK0,SIGNAL,56,1
P10152,SIGNAL,56,1
P15467,SIGNAL,56,1
P15468,SIGNAL,56,1
P21570,SIGNAL,56,1
P03950,SIGNAL,56,1
Q71MJ0,SIGNAL,56,1
P34096,SIGNAL,56,1
P07998,SIGNAL,56,1
P00683,SIGNAL,56,1
P27043,SIGNAL,56,1
P10153,SIGNAL,56,1
P12724,SIGNAL,56,1
A6P6V9,SIGNAL,60,1
Q8GTB6,SIGNAL,60,1
P30986,SIGNAL,60,1
A8CZZ0,SIGNAL,75,1
P0DUI3,SIGNAL,93,1
Q8MMH0,SIGNAL,93,1
P57096,SIGNAL,93,1
P55000,SIGNAL,93,1
P0DUI0,SIGNAL,93,1
B2KNH9,SIGNAL,95,1
P83886,SIGNAL,95,1
Q6F495,SIGNAL,95,1
P19667,SIGNAL,95,1
B2NHN2,SIGNAL,97,1
B3EWG0,SIGNAL,99,1
P61855,SIGNAL,99,1
P19872,SIGNAL,99,1
Q17128,SIGNAL,99,1
C0HKR1,SIGNAL,99,1
P43306,SIGNAL,99,1
Q86SC0,SIGNAL,107,1
O00168,SIGNAL,112,1
Q3SZX0,SIGNAL,112,1
G1TZA0,SIGNAL,112,1
P56513,SIGNAL,112,1
I3LMB3,SIGNAL,112,1
B8PYF3,SIGNAL,129,1
Q07154,SIGNAL,129,1
P58738,SIGNAL,129,1
P0C1Y5,SIGNAL,129,1
Q1ZYQ8,SIGNAL,129,1
Q41260,SIGNAL,129,1
P14946,SIGNAL,129,1
O48818,SIGNAL,129,1
Q06576,SIGNAL,129,1
Q9NJP7,SIGNAL,134,1
Q9U8D1,SIGNAL,134,1
Q9TVX3,SIGNAL,134,1
P11941,SIGNAL,138,1
P67788,SIGNAL,143,1
P55319,SIGNAL,143,1
P18829,SIGNAL,143,1
P08379,SIGNAL,143,1
P35807,SIGNAL,143,1
C0HL62,SIGNAL,145,1
C0HL63,SIGNAL,145,1
C0HL64,SIGNAL,145,1
C0HL65,SIGNAL,145,1
Q01774,SIGNAL,145,1
Q7JZV0,SIGNAL,145,1
P82384,SIGNAL,145,1
P45590,SIGNAL,145,1
F1AWB0,SIGNAL,145,1
P02656,SIGNAL,145,1
P91627,SIGNAL,147,1
Q9H0Q3,SIGNAL,147,1
Q9D164,SIGNAL,147,1
Q91XV6,SIGNAL,147,1
Q06153,SIGNAL,147,1
P02740,SIGNAL,147,1
C0HLA0,SIGNAL,151,1
C0STK7,SIGNAL,156,1
O93233,SIGNAL,156,1
P02750,SIGNAL,156,1
C7F6X3,SIGNAL,175,1
Q76CE8,SIGNAL,175,1
Q76CE6,SIGNAL,175,1
C9K4X8,SIGNAL,185,1
P80090,SIGNAL,185,1
P51460,SIGNAL,185,1
P12707,SIGNAL,185,1
P26732,SIGNAL,185,1
Q8JFQ0,SIGNAL,185,1
Q8JFE6,SIGNAL,185,1
Q4V645,SIGNAL,185,1
Q5W280,SIGNAL,185,1
Q9PW66,SIGNAL,185,1
D3Z9M3,SIGNAL,196,1
D7UQ40,SIGNAL,199,1
D8QLP9,SIGNAL,200,1
G0RV93,SIGNAL,200,1
E9PV24,SIGNAL,216,1
P06399,SIGNAL,216,1
P02671,SIGNAL,216,1
P14448,SIGNAL,216,1
P02672,SIGNAL,216,1
P15399,SIGNAL,217,1
P81608,SIGNAL,217,1
G3CJS0,SIGNAL,249,1
Q27049,SIGNAL,249,1
G3MYZ3,SIGNAL,251,1
P43652,SIGNAL,251,1
O89020,SIGNAL,251,1
P02771,SIGNAL,251,1
P19121,SIGNAL,251,1
Q5XLE4,SIGNAL,251,1
P02769,SIGNAL,251,1
P02770,SIGNAL,251,1
G5CKU5,SIGNAL,255,1
P02778,SIGNAL,255,1
P10855,SIGNAL,255,1
Q6UWK7,SIGNAL,271,1
P02814,SIGNAL,271,1
P80325,SIGNAL,271,1
I6S7I0,SIGNAL,273,1
Q5UB45,SIGNAL,273,1
K9IMD0,SIGNAL,281,1
P02788,SIGNAL,281,1
O77698,SIGNAL,281,1
P24627,SIGNAL,281,1
P14632,SIGNAL,281,1
P19134,SIGNAL,281,1
P02787,SIGNAL,281,1
P12346,SIGNAL,281,1
P02789,SIGNAL,281,1
P80429,SIGNAL,281,1
P80426,SIGNAL,281,1
P31226,SIGNAL,281,1
Q02942,SIGNAL,281,1
P22297,SIGNAL,281,1
Q26643,SIGNAL,281,1
L7MB58,SIGNAL,283,1
M0R7X9,SIGNAL,287,1
Q91WE9,SIGNAL,287,1
Q7Z5A7,SIGNAL,287,1
P50228,SIGNAL,287,1
Q8H6Q0,SIGNAL,287,1
M5AXY1,SIGNAL,289,1
P02753,SIGNAL,289,1
P27485,SIGNAL,289,1
P06912,SIGNAL,289,1
P04916,SIGNAL,289,1
Q00724,SIGNAL,289,1
P05090,SIGNAL,289,1
Q7M418,SIGNAL,289,1
O00175,SIGNAL,294,1
P80098,SIGNAL,294,1
P16619,SIGNAL,294,1
P80075,SIGNAL,294,1
Q99616,SIGNAL,294,1
P10147,SIGNAL,294,1
P13500,SIGNAL,294,1
Q9UBD3,SIGNAL,294,1
P55774,SIGNAL,294,1
Q9Y258,SIGNAL,294,1
O00585,SIGNAL,294,1
Q16627,SIGNAL,294,1
P50229,SIGNAL,294,1
P82943,SIGNAL,294,1
P22362,SIGNAL,294,1
O00626,SIGNAL,294,1
P55773,SIGNAL,294,1
Q16663,SIGNAL,294,1
P22952,SIGNAL,294,1
O08523,SIGNAL,307,1
Q9YH85,SIGNAL,307,1
O14786,SIGNAL,323,1
P48740,SIGNAL,323,1
P00736,SIGNAL,323,1
O15197,SIGNAL,328,1
P54762,SIGNAL,328,1
P35590,SIGNAL,328,1
P22455,SIGNAL,328,1
O18998,SIGNAL,335,1
P24855,SIGNAL,335,1
P49183,SIGNAL,335,1
Q767J3,SIGNAL,335,1
P11936,SIGNAL,335,1
P00639,SIGNAL,335,1
Q9YGI5,SIGNAL,335,1
O42446,SIGNAL,335,1
O22317,SIGNAL,336,1
P15737,SIGNAL,336,1
Q02126,SIGNAL,336,1
O35314,SIGNAL,340,1
P05060,SIGNAL,340,1
P23389,SIGNAL,340,1
P81827,SIGNAL,344,1
O43278,SIGNAL,350,1
O43653,SIGNAL,353,1
Q14210,SIGNAL,353,1
O62680,SIGNAL,353,1
P13987,SIGNAL,353,1
O77541,SIGNAL,353,1
O43852,SIGNAL,355,1
Q05186,SIGNAL,355,1
O48540,SIGNAL,364,1
Q8L5J1,SIGNAL,364,1
Q5B833,SIGNAL,364,1
Q4WBS1,SIGNAL,364,1
P14095,SIGNAL,369,1
P09341,SIGNAL,369,1
P10720,SIGNAL,369,1
P27274,SIGNAL,385,1
O75596,SIGNAL,397,1
P19999,SIGNAL,397,1
P39039,SIGNAL,397,1
Q9XSW3,SIGNAL,397,1
O76076,SIGNAL,401,1
P12843,SIGNAL,401,1
Q96I82,SIGNAL,401,1
P24592,SIGNAL,401,1
Q07011,SIGNAL,401,1
Q92956,SIGNAL,401,1
P16611,SIGNAL,401,1
O76537,SIGNAL,404,1
Q9XTN0,SIGNAL,404,1
Q765P3,SIGNAL,404,1
Q765P4,SIGNAL,404,1
Q9VYX7,SIGNAL,404,1
Q9GK12,SIGNAL,404,1
P24807,SIGNAL,415,1
Q05443,SIGNAL,427,1
O95407,SIGNAL,434,1
O95998,SIGNAL,444,1
Q9Z0M9,SIGNAL,444,1
P61312,SIGNAL,444,1
P00635,SIGNAL,462,1
P34754,SIGNAL,462,1
P00655,SIGNAL,466,1
P67876,SIGNAL,466,1
P67875,SIGNAL,466,1
P00747,SIGNAL,490,1
P06867,SIGNAL,490,1
P06868,SIGNAL,490,1
P14210,SIGNAL,490,1
P00748,SIGNAL,490,1
Q04756,SIGNAL,490,1
P98140,SIGNAL,490,1
Q14520,SIGNAL,491,1
P00749,SIGNAL,492,1
Q9VB68,SIGNAL,492,1
P01023,SIGNAL,515,1
P28665,SIGNAL,515,1
Q63041,SIGNAL,515,1
P20740,SIGNAL,515,1
Q16568,SIGNAL,523,1
P01139,SIGNAL,537,1
P01148,SIGNAL,538,1
P37042,SIGNAL,538,1
P51918,SIGNAL,538,1
P51925,SIGNAL,538,1
P01189,SIGNAL,552,1
P01236,SIGNAL,568,1
P01238,SIGNAL,568,1
P12420,SIGNAL,568,1
P01239,SIGNAL,568,1
P01240,SIGNAL,568,1
P17572,SIGNAL,568,1
P01237,SIGNAL,568,1
P09586,SIGNAL,568,1
P34207,SIGNAL,568,1
P33579,SIGNAL,568,1
P69130,SIGNAL,568,1
P48096,SIGNAL,568,1
P09584,SIGNAL,568,1
P09319,SIGNAL,568,1
P09585,SIGNAL,568,1
P09318,SIGNAL,568,1
P01241,SIGNAL,571,1
P33093,SIGNAL,571,1
P67930,SIGNAL,571,1
P01242,SIGNAL,571,1
P01246,SIGNAL,571,1
P01245,SIGNAL,571,1
Q95VP3,SIGNAL,574,1
Q76IQ4,SIGNAL,582,1
P01297,SIGNAL,585,1
P08949,SIGNAL,585,1
P81058,SIGNAL,594,1
P01350,SIGNAL,608,1
Q7Q7R8,SIGNAL,608,1
P01717,SIGNAL,608,1
P01499,SIGNAL,627,1
P01500,SIGNAL,627,1
Q8T0W8,SIGNAL,627,1
P01831,SIGNAL,656,1
P01833,SIGNAL,694,1
P01889,SIGNAL,697,1
P04439,SIGNAL,697,1
P01899,SIGNAL,697,1
P01900,SIGNAL,697,1
P01902,SIGNAL,697,1
P01901,SIGNAL,697,1
Q95460,SIGNAL,697,1
P25311,SIGNAL,697,1
Q61559,SIGNAL,697,1
P13599,SIGNAL,697,1
P55899,SIGNAL,697,1
Q9Y624,SIGNAL,697,1
P01903,SIGNAL,702,1
P01909,SIGNAL,702,1
P02647,SIGNAL,717,1
P02648,SIGNAL,717,1
P15497,SIGNAL,717,1
P04639,SIGNAL,717,1
P02662,SIGNAL,725,1
P04653,SIGNAL,725,1
P18626,SIGNAL,725,1
P47710,SIGNAL,725,1
P02701,SIGNAL,736,1
P02702,SIGNAL,737,1
P02752,SIGNAL,737,1
P02748,SIGNAL,752,1
P48747,SIGNAL,752,1
P02760,SIGNAL,762,1
P19425,SIGNAL,788,1
P0DKU2,SIGNAL,806,1
P04552,SIGNAL,828,1
P04985,SIGNAL,841,1
P15502,SIGNAL,841,1
Q99372,SIGNAL,841,1
P54320,SIGNAL,841,1
P08125,SIGNAL,841,1
Q95JC9,SIGNAL,841,1
P05160,SIGNAL,854,1
Q03383,SIGNAL,868,1
P07141,SIGNAL,904,1
P09603,SIGNAL,904,1
P07457,SIGNAL,918,1
P08254,SIGNAL,957,1
P28053,SIGNAL,957,1
P22894,SIGNAL,957,1
P45452,SIGNAL,957,1
P0DUS5,SIGNAL,961,1
P08603,SIGNAL,967,1
Q28085,SIGNAL,967,1
P08887,SIGNAL,976,1
Q64385,SIGNAL,976,1
Q8N126,SIGNAL,976,1
P09056,SIGNAL,984,1
P15018,SIGNAL,984,1
Q01490,SIGNAL,993,1
P09989,SIGNAL,1013,1
P24478,SIGNAL,1013,1
P33185,SIGNAL,1013,1
P16094,SIGNAL,1013,1
P24817,SIGNAL,1013,1
P56626,SIGNAL,1013,1
P98184,SIGNAL,1013,1
Q5F0I3,SIGNAL,1013,1
Q6EH50,SIGNAL,1013,1
P0DUS9,SIGNAL,1060,1
Q7YZS9,SIGNAL,1066,1
P0DSL4,SIGNAL,1092,1
P10522,SIGNAL,1139,1
Q6UWV2,SIGNAL,1139,1
P54900,SIGNAL,1139,1
P10761,SIGNAL,1151,1
P21754,SIGNAL,1151,1
P42098,SIGNAL,1151,1
P79762,SIGNAL,1151,1
P10820,SIGNAL,1155,1
P14222,SIGNAL,1155,1
Q8H6Q1,SIGNAL,1162,1
P11919,SIGNAL,1185,1
Q90W22,SIGNAL,1215,1
P13598,SIGNAL,1233,1
P13686,SIGNAL,1239,1
P29288,SIGNAL,1239,1
P13725,SIGNAL,1242,1
P14213,SIGNAL,1257,1
P14214,SIGNAL,1257,1
P14217,SIGNAL,1259,1
P15247,SIGNAL,1289,1
Q5FWE3,SIGNAL,1302,1
Q39649,SIGNAL,1319,1
P16444,SIGNAL,1327,1
P31429,SIGNAL,1327,1
P22412,SIGNAL,1327,1
P31428,SIGNAL,1327,1
P16882,SIGNAL,1335,1
Q28172,SIGNAL,1335,1
P21814,SIGNAL,1346,1
P18632,SIGNAL,1365,1
P81294,SIGNAL,1365,1
Q9LLT1,SIGNAL,1365,1
Q7Z0T3,SIGNAL,1371,1
P19438,SIGNAL,1399,1
P20333,SIGNAL,1428,1
P20933,SIGNAL,1444,1
Q64191,SIGNAL,1444,1
P30919,SIGNAL,1444,1
P21128,SIGNAL,1446,1
P22327,SIGNAL,1477,1
P23472,SIGNAL,1505,1
P29060,SIGNAL,1505,1
Q53NL5,SIGNAL,1505,1
Q8L5C6,SIGNAL,1505,1
Q6UXG3,SIGNAL,1508,1
P24821,SIGNAL,1531,1
Q80YX1,SIGNAL,1531,1
P26010,SIGNAL,1551,1
P26011,SIGNAL,1551,1
P80747,SIGNAL,1551,1
P26780,SIGNAL,1563,1
P29459,SIGNAL,1613,1
P31420,SIGNAL,1642,1
P31809,SIGNAL,1652,1
Q1WIM3,SIGNAL,1652,1
Q99N28,SIGNAL,1652,1
Q8N441,SIGNAL,1652,1
P32472,SIGNAL,1657,1
Q41649,SIGNAL,1657,1
P32803,SIGNAL,1661,1
Q5I0E7,SIGNAL,1661,1
Q27270,SIGNAL,1675,1
P33681,SIGNAL,1678,1
P35441,SIGNAL,1699,1
Q05895,SIGNAL,1699,1
P38574,SIGNAL,1734,1
Q9HB40,SIGNAL,1756,1
P43555,SIGNAL,1768,1
Q12396,SIGNAL,1768,1
Q6Z232,SIGNAL,1774,1
Q07558,SIGNAL,1806,1
Q99969,SIGNAL,1842,1
P53634,SIGNAL,1845,1
P80067,SIGNAL,1845,1
P97821,SIGNAL,1845,1
Q9GZM7,SIGNAL,1845,1
Q8MMH5,SIGNAL,1863,1
P58912,SIGNAL,1896,1
P60153,SIGNAL,1902,1
P79073,SIGNAL,1956,1
P79263,SIGNAL,1958,1
Q14624,SIGNAL,1958,1
Q9GZZ8,SIGNAL,2017,1
Q9UVI4,SIGNAL,2049,1
P85966,SIGNAL,2078,1
P97710,SIGNAL,2109,1
Q01460,SIGNAL,2131,1
Q03405,SIGNAL,2159,1
Q8N6Q3,SIGNAL,2159,1
Q03472,SIGNAL,2160,1
Q06703,SIGNAL,2178,1
Q6DWK3,SIGNAL,2178,1
Q08334,SIGNAL,2189,1
Q6UXL0,SIGNAL,2189,1
Q08481,SIGNAL,2191,1
Q12546,SIGNAL,2211,1
Q13445,SIGNAL,2220,1
Q9Y3A6,SIGNAL,2220,1
Q13478,SIGNAL,2221,1
Q9H7M9,SIGNAL,2238,1
Q96BF3,SIGNAL,2238,1
Q9Z0J8,SIGNAL,2260,1
Q29W25,SIGNAL,2308,1
Q39962,SIGNAL,2341,1
Q59KZ1,SIGNAL,2404,1
Q5SC59,SIGNAL,2433,1
Q62813,SIGNAL,2469,1
Q63415,SIGNAL,2482,1
Q9NL39,SIGNAL,2506,1
Q9UAH3,SIGNAL,2506,1
Q6RG02,SIGNAL,2529,1
Q6UWJ8,SIGNAL,2548,1
Q6UXK5,SIGNAL,2569,1
Q70SU7,SIGNAL,2582,1
Q70SU8,SIGNAL,2582,1
Q76LU5,SIGNAL,2599,1
Q9HBE4,SIGNAL,2599,1
Q86LE5,SIGNAL,2656,1
Q875I9,SIGNAL,2670,1
Q8C7X2,SIGNAL,2681,1
Q8N766,SIGNAL,2681,1
Q8H8C7,SIGNAL,2692,1
Q8IFJ8,SIGNAL,2702,1
Q95P08,SIGNAL,2702,1
Q8ISB6,SIGNAL,2703,1
Q9NL89,SIGNAL,2703,1
Q9NJ98,SIGNAL,2703,1
Q8MMH3,SIGNAL,2738,1
Q96LA5,SIGNAL,2754,1
Q8NHP8,SIGNAL,2765,1
Q9GL30,SIGNAL,2765,1
Q8WML4,SIGNAL,2800,1
Q924B5,SIGNAL,2843,1
Q9JMI7,SIGNAL,2843,1
Q94637,SIGNAL,2852,1
Q96DU3,SIGNAL,2886,1
Q9UIB8,SIGNAL,2886,1
Q9NQ25,SIGNAL,2886,1
Q96FE7,SIGNAL,2887,1
Q99519,SIGNAL,2909,1
Q99K41,SIGNAL,2918,1
Q9Y6C2,SIGNAL,2918,1
Q9BWV1,SIGNAL,2930,1
Q9BZW8,SIGNAL,2942,1
Q9EP72,SIGNAL,2959,1
Q9NPA0,SIGNAL,2959,1
Q9H9K5,SIGNAL,2995,1
Q9TW98,SIGNAL,3036,1
Q9NZ53,SIGNAL,3051,1
Q9PVW8,SIGNAL,3064,1
Q9U943,SIGNAL,3100,1
Q9UNE0,SIGNAL,3120,1
Q9WUL5,SIGNAL,3132,1
Q9Y2I2,SIGNAL,3152,1
A0A1B0GTK4,SIGNAL,14,2
A0A1B0GVD1,SIGNAL,14,2
A0A1L6K371,SIGNAL,16,2
Q2TPW5,SIGNAL,16,2
E3SH28,SIGNAL,16,2
Q43607,SIGNAL,16,2
P07728,SIGNAL,16,2
P13744,SIGNAL,16,2
P07730,SIGNAL,16,2
P04405,SIGNAL,16,2
Q96318,SIGNAL,16,2
Q9ZWA9,SIGNAL,16,2
B8AL97,SIGNAL,16,2
Q852L2,SIGNAL,16,2
A0A2I4E5L6,SIGNAL,24,2
Q04672,SIGNAL,24,2
P25974,SIGNAL,24,2
F7J077,SIGNAL,24,2
P10562,SIGNAL,24,2
P80463,SIGNAL,24,2
A0A2I8B346,SIGNAL,25,2
A0A2I8B353,SIGNAL,25,2
A0A2I8B352,SIGNAL,25,2
P0C174,SIGNAL,25,2
